,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,median_house_value,median_house_value
6504,0.7590226941591112,-0.7316057237996774,0.6658972163256889,-0.8571788665726338,-0.5069849397949482,-0.7927072408381054,-0.7188468615387019,1.0,0.0,0.0,0.0,0.0,180500.0,180500.0,180500.0
15028,1.2825586764193764,-1.3353685435769065,0.18978676183665386,0.5214775958425197,0.40416721674854944,0.7849010010851379,-0.23035705560436415,1.0,0.0,0.0,0.0,0.0,155300.0,155300.0,155300.0
7816,0.7340924092895761,-0.8252123625248272,0.5071937314960105,-0.468598242576368,-0.49115411082025423,-0.5984593042285878,-0.1530557231666791,1.0,0.0,0.0,0.0,0.0,276000.0,276000.0,276000.0
18758,-1.3849818046210265,2.3480526902578185,-0.9211376319710947,0.06621745648594803,0.08930961825185817,0.04465886427589566,-0.9814193222645339,0.0,1.0,0.0,0.0,0.0,75800.0,75800.0,75800.0
7369,0.6842318395505059,-0.7830893750985106,1.8561733525482766,0.7256548704630428,2.026827186654682,1.0290234079052072,-0.3626935758101833,1.0,0.0,0.0,0.0,0.0,167600.0,167600.0,167600.0
7898,0.7590226941591112,-0.8345730263973439,-1.0004893743859338,1.3616394893823747,1.4234967046191227,1.031648380021552,0.6286224924141224,1.0,0.0,0.0,0.0,0.0,293700.0,293700.0,293700.0
10823,0.8288274917938137,-0.9328599970587537,-0.04826846540786368,-0.7150825200461887,-0.5448030312344949,-0.19683857042782876,-1.5284627869407321,1.0,0.0,0.0,0.0,0.0,225400.0,225400.0,225400.0
5252,0.5545943582289136,-0.7222450599271607,0.26913850425149305,2.4827750648887603,1.1798778365085543,1.5907674408030008,3.842509411698306,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
6442,0.7739808650808336,-0.7222450599271607,0.18978676183665386,0.0022970934853788643,0.04093764082918212,0.05253378062493015,0.03111260078641929,0.0,1.0,0.0,0.0,0.0,223900.0,223900.0,223900.0
11934,1.0831163974630886,-0.8018107028435405,0.5071937314960105,-0.8502809856732918,-0.6661727200404821,-0.9764552889822435,0.07081355684816514,0.0,1.0,0.0,0.0,0.0,89300.0,89300.0,89300.0
5549,0.599468870994081,-0.7830893750985106,1.0626559283998849,-0.36007158309338727,-0.5395260882429302,-0.456710809945967,1.1228888924844285,1.0,0.0,0.0,0.0,0.0,294500.0,294500.0,294500.0
11568,0.7789669220547435,-0.8813763457599204,-0.2863236926523812,-0.40605745575566726,-0.019747203573811444,-0.301837455081622,-0.1322599842771934,1.0,0.0,0.0,0.0,0.0,195800.0,195800.0,195800.0
15167,1.2626144485237512,-1.2604832325967832,-0.9211376319710947,0.9988109540769858,1.395353008664111,1.5172682215453455,-0.33811679348624557,1.0,0.0,0.0,0.0,0.0,167800.0,167800.0,167800.0
12536,-0.9611669618389088,1.3605026517074665,1.3007111556444024,0.17934270323515675,-0.07515510498524036,0.2546566335834821,-0.5456540664439431,0.0,1.0,0.0,0.0,0.0,137900.0,137900.0,137900.0
7779,0.7540366371852084,-0.8111713667160572,0.0310832770069755,-0.11726617543654906,0.4850803426192075,0.1260329998825854,-0.3597527642500541,1.0,0.0,0.0,0.0,0.0,159200.0,159200.0,159200.0
10711,0.9385207452197737,-0.9562616567400404,-0.2863236926523812,-0.6074755780164536,-0.9062736261566741,-0.5827094715305189,-0.4031297347619614,1.0,0.0,0.0,0.0,0.0,77100.0,77100.0,77100.0
6624,0.7191342383678536,-0.6894827363733573,1.8561733525482766,0.011494268017834859,0.22387166453675694,0.010534226763412858,0.09013888995758611,1.0,0.0,0.0,0.0,0.0,173100.0,173100.0,173100.0
4420,0.6593015546809637,-0.736286055735934,1.3800628980592415,-0.13841967686119783,0.8307201085666926,0.38853021151706846,-0.7756150275476267,1.0,0.0,0.0,0.0,0.0,181700.0,181700.0,181700.0
1413,-1.2403861523777118,1.0750024035957535,1.142007670814724,-0.5463143673756211,-0.6538598530601646,-0.6352089138574155,0.3120651337630593,0.0,0.0,0.0,1.0,0.0,265700.0,265700.0,265700.0
1130,-1.0309717594736114,1.9268228159946357,0.18978676183665386,-0.4796348520153152,-0.5562364077162184,-0.5170851686218981,-0.4625236253781447,0.0,1.0,0.0,0.0,0.0,96700.0,96700.0,96700.0
15026,1.2825586764193764,-1.34472920744942,0.4278419890811714,0.31638060376875105,0.14559701016188117,0.4095299884478271,-0.6369767682843873,1.0,0.0,0.0,0.0,0.0,164200.0,164200.0,164200.0
4707,0.6144270419158034,-0.7409663876721907,1.8561733525482766,0.0896702515437108,-0.23082492323639778,0.1339079162316199,-0.3359111848161486,1.0,0.0,0.0,0.0,0.0,250000.0,250000.0,250000.0
10537,0.9385207452197737,-1.003064976102617,-1.952710283364004,2.2220351668936327,1.3566554267259703,1.3308952012848627,2.561838491754133,1.0,0.0,0.0,0.0,0.0,434700.0,434700.0,434700.0
1621,-1.2453722093516215,1.0188384203606637,-1.952710283364004,-0.27453785994154656,-0.5245747497668304,-0.6509587465554845,3.9182878238637806,0.0,0.0,0.0,1.0,0.0,500001.0,500001.0,500001.0
7592,0.6692736686287835,-0.8158516986523139,0.8246007011553673,-0.9197196533933345,-0.8367938767677394,-0.9895801495639677,-1.4034257811430908,1.0,0.0,0.0,0.0,0.0,92600.0,92600.0,92600.0
4731,0.6094409849418936,-0.7503270515447072,1.618118125303759,-0.7573895228954862,-0.8482272532494628,-0.8032071293034847,-0.5719113125165263,1.0,0.0,0.0,0.0,0.0,242000.0,242000.0,242000.0
14435,1.1678793660195135,-1.3306882116406498,-0.20697195023754203,0.36374605261089943,0.057647960302470214,0.7822760289687931,-0.5014893785498581,0.0,0.0,0.0,0.0,1.0,234800.0,234800.0,234800.0
14301,1.2177399357585836,-1.3681308671307097,1.142007670814724,-0.7215205422189078,-0.6740881345278291,-0.5800844994141741,-0.9598883804850155,0.0,0.0,0.0,0.0,1.0,168800.0,168800.0,168800.0
6626,0.7191342383678536,-0.6848024044371007,1.6974698677185982,-0.528379877037332,-0.37506136500583176,-0.4645857262950015,-0.30140916347677427,1.0,0.0,0.0,0.0,0.0,154400.0,154400.0,154400.0
3298,-1.5196053429165217,1.5523962610940296,-0.9211376319710947,-0.42951025081343003,-0.69783437798987,-0.49346041957479464,-1.1189547771927244,0.0,1.0,0.0,0.0,0.0,64000.0,64000.0,64000.0
19807,0.3102775665074584,0.47591991575478104,-0.8417858895562554,-0.6162128938222867,-0.9731149040498264,-0.9633304284005193,-0.35938516280503785,0.0,1.0,0.0,0.0,0.0,80000.0,80000.0,80000.0
16993,-1.3401072918558592,0.8971497900179671,-1.8733585409491647,1.0480158378256255,0.3373259388553971,1.5041433609636214,0.952006735044057,0.0,0.0,0.0,1.0,0.0,322200.0,322200.0,322200.0
5736,0.6742597256026862,-0.698843400245874,0.9039524435702064,-0.23820902053834536,-0.37682034600302,-0.3359620925941048,0.7646875415622485,1.0,0.0,0.0,0.0,0.0,370400.0,370400.0,370400.0
10855,0.8437856627155361,-0.9188190012499804,-1.6353033137046473,1.2121854032299648,0.8465509375413867,2.286385051634381,-0.2835017216552725,1.0,0.0,0.0,0.0,0.0,181300.0,181300.0,181300.0
5020,0.6293852128375259,-0.773728711225994,1.618118125303759,-0.5679277275268928,-0.47268481034977794,-0.5695846109487948,-0.9992742495938903,1.0,0.0,0.0,0.0,0.0,114200.0,114200.0,114200.0
8239,0.6991900104722213,-0.8766960138236605,0.5865454739108498,-0.3720279099855801,-0.2624865811857857,0.3150309922594132,-1.4349344764301903,0.0,0.0,0.0,0.0,1.0,112500.0,112500.0,112500.0
11982,1.0532000556196437,-0.7784090431622539,-1.6353033137046473,4.352100788610441,3.8552879332318355,3.194625403889692,0.581779565420634,0.0,1.0,0.0,0.0,0.0,158100.0,158100.0,158100.0
17189,-1.3401072918558592,0.784821823547784,0.6658972163256889,-0.016097255579533124,-0.07075765249226981,0.01840914311244735,0.7952509759907355,0.0,0.0,0.0,0.0,1.0,277700.0,277700.0,277700.0
8126,0.6991900104722213,-0.8579746860786305,-0.12762020782270286,-0.9983554956458333,-0.9775123565427969,-1.0604543967052782,-1.1189547771927244,0.0,0.0,0.0,0.0,1.0,154200.0,154200.0,154200.0
14128,1.2426702206281188,-1.3540898713219365,-0.04826846540786368,-0.6539213094053563,-0.12352708240791639,-0.2729627618018289,-1.3927653392376222,0.0,0.0,0.0,0.0,1.0,105000.0,105000.0,105000.0
17777,-1.1306928989517517,0.8129038151653306,-1.3178963440452904,4.754017315678768,5.948475319885817,5.289353152732867,0.7145887160557599,1.0,0.0,0.0,0.0,0.0,286500.0,286500.0,286500.0
12914,-0.8664318793346641,1.388584643325013,-0.5243789198968988,0.5794197953969925,0.39009536877104367,0.690402004896724,-0.5812063776262207,0.0,1.0,0.0,0.0,0.0,190200.0,190200.0,190200.0
16257,-0.8315294805173165,1.089043399404527,0.4278419890811714,-0.6226509159950059,-0.5105029017893247,-0.5433348897853464,-1.0982115527953837,0.0,1.0,0.0,0.0,0.0,63100.0,63100.0,63100.0
11135,0.8238414348199038,-0.8439336902698572,-0.44502717748205955,0.1048455895222632,0.22299217403816285,0.25728160569982694,-0.3416877789521167,1.0,0.0,0.0,0.0,0.0,189900.0,189900.0,189900.0
13987,1.2227259927324936,-0.3571791688990678,-0.6037306623117379,0.2814313405454183,0.10689942822374035,0.11815808353355092,-0.8105371648241624,0.0,1.0,0.0,0.0,0.0,57100.0,57100.0,57100.0
7711,0.7191342383678536,-0.792450038971024,0.5865454739108498,-0.32190330878369494,-0.47092582935258975,-0.39896142338638074,-0.11408996999496575,1.0,0.0,0.0,0.0,0.0,282100.0,282100.0,282100.0
18591,-1.2703024942211567,0.6210102057787675,-0.12762020782270286,-0.7592289578019774,-0.7769885228633399,-0.905581041840933,0.4400954656129751,0.0,0.0,0.0,0.0,1.0,350000.0,350000.0,350000.0
6529,0.7590226941591112,-0.7409663876721907,-0.04826846540786368,-0.23682944435847697,1.5246381119574453,0.3150309922594132,-0.6850275285972147,1.0,0.0,0.0,0.0,0.0,173900.0,173900.0,173900.0
483,-1.3401072918558592,1.0375597481056935,1.8561733525482766,-0.40145886848943924,-0.5078644302935423,-0.3543368974085186,-0.6245833481381282,0.0,0.0,0.0,1.0,0.0,218800.0,218800.0,218800.0
3846,0.5545943582289136,-0.680122072500844,0.9833041859850457,-0.707264921693601,-0.8192040667958572,-0.797957185070795,0.6365521807280426,1.0,0.0,0.0,0.0,0.0,225000.0,225000.0,225000.0
12826,-0.926264563021554,1.4353879626875898,-0.2863236926523812,-0.14071897049431184,-0.2237889992476449,-0.24146309640569089,-0.19317679516558622,0.0,1.0,0.0,0.0,0.0,101200.0,101200.0,101200.0
1315,-1.100776557108314,1.0984040632770435,-0.8417858895562554,0.4616959613815558,0.19748694957893365,0.09190836237010261,0.972224814519946,0.0,1.0,0.0,0.0,0.0,164700.0,164700.0,164700.0
7222,0.7041760674461311,-0.7596877154172206,1.0626559283998849,-0.7799226005000034,-0.20707867977435682,-0.627333997508381,-0.7513533321765598,1.0,0.0,0.0,0.0,0.0,132000.0,132000.0,132000.0
14016,1.207767821810771,-1.3540898713219365,-0.44502717748205955,-0.07725846622036549,-0.280955881656262,0.09453333448644745,-0.4780154005609688,0.0,0.0,0.0,0.0,1.0,245500.0,245500.0,245500.0
4226,0.6443433837592413,-0.7222450599271607,0.8246007011553673,-0.2050991922215038,-0.22994543273780366,0.0997832787191371,-0.4931395742987767,1.0,0.0,0.0,0.0,0.0,254200.0,254200.0,254200.0
9279,-1.5046471719947991,1.1545680465121335,-0.44502717748205955,2.759150159589063,1.906336988347289,1.976638341905691,0.7958286354043324,1.0,0.0,0.0,0.0,0.0,301500.0,301500.0,301500.0
1576,-1.2004976965864542,1.014158088424407,-0.9211376319710947,-1.0011146480055702,-1.1261462508052014,-1.1155788111485194,0.5361969862386294,1.0,0.0,0.0,0.0,0.0,188500.0,188500.0,188500.0
11301,0.8338135487677235,-0.8720156818874037,-0.20697195023754203,0.7610639924129984,1.908095969344477,1.2258963166310695,-0.43889210391281985,1.0,0.0,0.0,0.0,0.0,184000.0,184000.0,184000.0
16519,-0.8115852526216841,1.009477756488147,1.3007111556444024,-1.044801227034736,-1.1076769503347252,-1.1287036717302437,-1.2579606379009798,0.0,1.0,0.0,0.0,0.0,101800.0,101800.0,101800.0
16394,-0.8315294805173165,1.1171253910220735,0.0310832770069755,-0.08139719475997068,-0.49906952530760124,-0.48558550322576016,1.4597693595956707,0.0,1.0,0.0,0.0,0.0,220700.0,220700.0,220700.0
5290,0.544622244281101,-0.7456467196084506,1.3007111556444024,-0.5959791098508835,-0.8895633066833859,-0.7638325475583122,1.6530226906898833,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
10353,0.9534789161414962,-0.942220660931267,-1.555951571289808,1.4402753316348735,1.4595558150614811,2.0081380073018287,0.2759876776593301,1.0,0.0,0.0,0.0,0.0,202200.0,202200.0,202200.0
11471,0.7889390360025561,-0.9234993331862371,0.4278419890811714,0.49204663733866055,0.08315318476169939,0.3465306576555512,0.48930154475299603,1.0,0.0,0.0,0.0,0.0,387800.0,387800.0,387800.0
11886,1.1030606253587139,-0.773728711225994,1.221359413229563,-0.7932585035720646,-0.6688111915362644,-0.7349578542785191,-1.1530891970870827,0.0,1.0,0.0,0.0,0.0,114200.0,114200.0,114200.0
1989,-0.10356516232685374,0.5086822393085844,1.8561733525482766,-1.1634447785034183,-1.0848101973712783,-1.2074528352205887,-1.0007971698661,0.0,1.0,0.0,0.0,0.0,47500.0,47500.0,47500.0
16457,-0.8514737084129488,1.16392871038465,-0.6830824047265771,0.2418834900558575,-0.03206007055412898,-0.026215382865414773,0.587766217525183,0.0,1.0,0.0,0.0,0.0,154800.0,154800.0,154800.0
8063,0.6942039534983185,-0.8486140222061171,1.142007670814724,-0.00046205887435793366,-0.36538696952129657,-0.146964100217277,1.34754588988145,0.0,0.0,0.0,0.0,1.0,444200.0,444200.0,444200.0
17321,-0.28804927036141903,-0.4835481311780243,-0.9211376319710947,-0.7914190686655734,-0.8728529872100979,-0.7375828263948639,-0.4528084443312889,0.0,0.0,0.0,0.0,1.0,500001.0,500001.0,500001.0
9547,-0.6271011445871189,0.8222644790378439,-1.7146550561194864,0.06023929303985163,-0.04613191853163474,0.013159198879757689,-0.6613434926397447,0.0,1.0,0.0,0.0,0.0,103800.0,103800.0,103800.0
14628,1.1977957078629513,-1.3494095393856798,-0.9211376319710947,-0.8879894012563614,-0.9669584705596675,-0.7165830494641052,-0.6466919493312431,0.0,0.0,0.0,0.0,1.0,67500.0,67500.0,67500.0
15518,1.2476562776020286,-1.17155692580789,-0.7624341471414162,-0.00598036359383153,0.015432416369952944,0.007909254647068027,-0.175689469281246,1.0,0.0,0.0,0.0,0.0,156800.0,156800.0,156800.0
121,-1.3251491209341366,1.032879416169437,0.6658972163256889,-1.061356141193157,-1.1683617947377187,-1.1890780304061748,0.5690185438293585,0.0,0.0,0.0,1.0,0.0,335000.0,335000.0,335000.0
2609,-2.2076812053157338,2.455700324791745,-0.04826846540786368,-0.5389566277496564,-0.5412850692401185,-0.488210475342105,-0.7482549771399949,1.0,0.0,0.0,0.0,0.0,75600.0,75600.0,75600.0
19782,-1.6841452230554617,2.3995363415566553,0.0310832770069755,-0.46216022040364885,-0.5922955181585768,-0.6037092484612775,-0.31070422858646873,0.0,1.0,0.0,0.0,0.0,93100.0,93100.0,93100.0
7626,0.654315497707061,-0.8345730263973439,0.0310832770069755,-0.025294430111989116,0.6055705409266006,-0.06558996461058723,-0.0704504270223325,1.0,0.0,0.0,0.0,0.0,168600.0,168600.0,168600.0
9798,-1.1606092407951967,0.4244362644559478,0.8246007011553673,1.2995585612882967,0.312700204894762,0.5565284269631376,0.968391256593349,0.0,0.0,0.0,0.0,1.0,398800.0,398800.0,398800.0
953,-1.1855395256647316,0.9673547690618304,-1.7940067985343255,2.497030685414067,1.723402964639714,1.4752686676838282,1.7690272038385555,1.0,0.0,0.0,0.0,0.0,336500.0,336500.0,336500.0
4462,0.6991900104722213,-0.7222450599271607,-1.6353033137046473,-0.7017466169741274,-0.8719734967115037,-0.6955832725333466,0.5473825730655499,1.0,0.0,0.0,0.0,0.0,230900.0,230900.0,230900.0
10989,0.8836741185067937,-0.8954173415686938,-0.7624341471414162,1.3009381374681652,1.2326472664242007,1.960888509207622,-0.1621932447999382,1.0,0.0,0.0,0.0,0.0,252800.0,252800.0,252800.0
8292,0.7141481813939438,-0.8766960138236605,0.5865454739108498,0.7927942445499715,0.4270339697119963,1.7640156004817595,-0.18461693294592424,0.0,0.0,0.0,0.0,1.0,361800.0,361800.0,361800.0
17093,-1.320163063960234,0.8597071345279038,0.7452489587405281,-0.489291885274394,-0.48147971533571904,-0.2939625387325875,-0.5691805589249777,0.0,0.0,0.0,0.0,1.0,298400.0,298400.0,298400.0
19034,-1.1955116396125514,1.27625667685483,-0.6037306623117379,0.17704340960204273,0.5202599625629719,0.3727803788189995,-0.5445512621088946,0.0,1.0,0.0,0.0,0.0,111500.0,111500.0,111500.0
1270,-1.0559020443431464,1.0843630674682703,0.3484902466663322,-0.11312744689694386,-0.03118058005553487,-0.09183968577403553,-0.3148003589737917,0.0,1.0,0.0,0.0,0.0,151400.0,151400.0,151400.0
12189,1.1230048532543462,-0.9234993331862371,-0.12762020782270286,0.7973928318161996,1.0910492961505491,0.9712740213456209,-1.0299952274988127,1.0,0.0,0.0,0.0,0.0,100600.0,100600.0,100600.0
1691,-1.3251491209341366,1.1077647271495568,-1.0004893743859338,-0.25660336960325736,-0.23961982822233888,-0.5065852801565188,1.1182676171756538,0.0,0.0,0.0,1.0,0.0,235600.0,235600.0,235600.0
17910,-1.1955116396125514,0.803543151292814,0.4278419890811714,-0.41709406519461445,-0.35835104553254366,-0.5223351128545878,0.35801531439008005,1.0,0.0,0.0,0.0,0.0,242700.0,242700.0,242700.0
12645,-0.9412227339432765,1.3464616558986966,-0.20697195023754203,-0.213836508027337,0.47892390912904875,0.15753266527872337,-1.377588651007669,0.0,1.0,0.0,0.0,0.0,66800.0,66800.0,66800.0
10752,0.8437856627155361,-0.9515813248037837,1.0626559283998849,-0.6166727525489095,-0.7805064848577163,-0.658833662904519,0.587766217525183,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
11009,0.9086044033763288,-0.8673353499511471,-1.952710283364004,2.9118232568278324,2.0470554681223465,1.9451386765095529,2.302521929541301,1.0,0.0,0.0,0.0,0.0,374000.0,374000.0,374000.0
15877,-1.4099120894905617,0.9860760968068604,1.8561733525482766,-0.3448962451148349,0.013673435372764725,-0.33858706471044964,0.21444069286519535,0.0,0.0,0.0,1.0,0.0,230000.0,230000.0,230000.0
7163,0.7041760674461311,-0.7503270515447072,1.3800628980592415,-0.8907485536160982,-0.6784855870207996,-0.9213308745390021,-0.15069257102014677,1.0,0.0,0.0,0.0,0.0,141100.0,141100.0,141100.0
2974,0.24047276887275593,-0.1465642317674781,-1.952710283364004,1.838512988890218,1.490337982512275,1.0552731290686554,1.51149613435866,0.0,1.0,0.0,0.0,0.0,170300.0,170300.0,170300.0
13153,-1.0060414746040691,0.5788872183524509,-0.6037306623117379,0.3559284542583118,0.3830594447822908,0.24940668935079247,0.47291702320370405,1.0,0.0,0.0,0.0,0.0,241500.0,241500.0,241500.0
19947,0.11582134452507342,0.26530497862319136,-0.20697195023754203,-0.07403945513400588,0.016311906868547055,-0.005215605934656126,-1.1778760373796011,0.0,1.0,0.0,0.0,0.0,60300.0,60300.0,60300.0
4755,0.624399155863616,-0.7503270515447072,1.8561733525482766,-0.0446084966301467,-0.37154340301145533,-0.3359620925941048,-0.12784876693699923,1.0,0.0,0.0,0.0,0.0,420000.0,420000.0,420000.0
11231,0.8138693208720912,-0.8532943541423739,0.5071937314960105,-0.7012867582475046,-0.8183245762972631,-0.8714564043284503,0.23429117089606816,1.0,0.0,0.0,0.0,0.0,224700.0,224700.0,224700.0
17130,-1.2802746081689764,0.8550268025916472,0.7452489587405281,-0.4975693423536044,-0.08395000997118145,-0.48296053110941534,-0.4351635749705131,0.0,0.0,0.0,1.0,0.0,151500.0,151500.0,151500.0
1208,-1.100776557108314,1.7957735217794226,0.8246007011553673,-0.7068050629669782,-0.8957197401735447,-0.8767063485611399,-0.256194185739786,0.0,1.0,0.0,0.0,0.0,82100.0,82100.0,82100.0
17395,-0.427658865630824,-0.3197365134090079,0.4278419890811714,-0.6410452650599179,-0.3873742319861493,-0.5984593042285878,-0.5062681973350682,1.0,0.0,0.0,0.0,0.0,104200.0,104200.0,104200.0
